"fixed acidity";"volatile acidity";"citric acid";"residual sugar";"chlorides";"free sulfur dioxide";"total sulfur dioxide";"density";"pH";"sulphates";"alcohol";"quality";labels
6.100000e+00;3.800000e-01;2.000000e-01;6.600000e+00;3.300000e-02;2.500000e+01;1.370000e+02;9.938000e-01;3.300000e+00;6.900000e-01;1.040000e+01;6.000000e+00;2.000000e+00
6.000000e+00;2.500000e-01;2.800000e-01;2.200000e+00;2.600000e-02;5.400000e+01;1.260000e+02;9.898000e-01;3.430000e+00;6.500000e-01;1.290000e+01;8.000000e+00;2.000000e+00
6.600000e+00;5.200000e-01;4.400000e-01;1.220000e+01;4.800000e-02;5.400000e+01;2.450000e+02;9.975000e-01;3.260000e+00;5.400000e-01;9.300000e+00;6.000000e+00;2.000000e+00
6.900000e+00;2.400000e-01;3.600000e-01;2.080000e+01;3.100000e-02;4.000000e+01;1.390000e+02;9.975000e-01;3.200000e+00;3.300000e-01;1.100000e+01;6.000000e+00;2.000000e+00
7.100000e+00;3.200000e-01;3.200000e-01;1.100000e+01;3.800000e-02;1.600000e+01;6.600000e+01;9.937000e-01;3.240000e+00;4.000000e-01;1.150000e+01;3.000000e+00;2.000000e+00
5.800000e+00;2.800000e-01;2.700000e-01;2.600000e+00;5.400000e-02;3.000000e+01;1.560000e+02;9.914000e-01;3.530000e+00;4.200000e-01;1.240000e+01;5.000000e+00;2.000000e+00
6.500000e+00;4.100000e-01;2.400000e-01;1.400000e+01;4.800000e-02;2.400000e+01;1.130000e+02;9.982000e-01;3.440000e+00;5.300000e-01;9.800000e+00;6.000000e+00;2.000000e+00
6.500000e+00;4.100000e-01;2.400000e-01;1.400000e+01;4.800000e-02;2.400000e+01;1.130000e+02;9.982000e-01;3.440000e+00;5.300000e-01;9.800000e+00;6.000000e+00;2.000000e+00
6.400000e+00;2.800000e-01;2.900000e-01;1.600000e+00;5.200000e-02;3.400000e+01;1.270000e+02;9.929000e-01;3.480000e+00;5.600000e-01;1.050000e+01;7.000000e+00;2.000000e+00
7.200000e+00;6.000000e-01;2.000000e-01;9.900000e+00;7.000000e-02;2.100000e+01;1.740000e+02;9.971000e-01;3.030000e+00;5.400000e-01;9.100000e+00;5.000000e+00;2.000000e+00
6.100000e+00;2.000000e-01;2.500000e-01;1.200000e+00;3.800000e-02;3.400000e+01;1.280000e+02;9.921000e-01;3.240000e+00;4.400000e-01;1.010000e+01;5.000000e+00;2.000000e+00
5.900000e+00;4.600000e-01;1.400000e-01;2.700000e+00;4.200000e-02;2.700000e+01;1.600000e+02;9.931000e-01;3.460000e+00;5.100000e-01;1.060000e+01;7.000000e+00;2.000000e+00
6.000000e+00;2.700000e-01;2.700000e-01;1.600000e+00;4.600000e-02;3.200000e+01;1.130000e+02;9.924000e-01;3.410000e+00;5.100000e-01;1.050000e+01;7.000000e+00;2.000000e+00
6.400000e+00;2.800000e-01;2.900000e-01;1.600000e+00;5.200000e-02;3.400000e+01;1.270000e+02;9.929000e-01;3.480000e+00;5.600000e-01;1.050000e+01;7.000000e+00;2.000000e+00
6.400000e+00;4.100000e-01;2.400000e-01;1.400000e+01;4.800000e-02;2.400000e+01;1.130000e+02;9.982000e-01;3.440000e+00;5.300000e-01;9.800000e+00;6.000000e+00;2.000000e+00
6.300000e+00;2.300000e-01;3.100000e-01;1.500000e+00;2.200000e-02;1.100000e+01;8.200000e+01;9.892000e-01;3.300000e+00;4.000000e-01;1.290000e+01;7.000000e+00;2.000000e+00
7.100000e+00;2.100000e-01;2.700000e-01;8.600000e+00;5.600000e-02;2.600000e+01;1.110000e+02;9.956000e-01;2.950000e+00;5.200000e-01;9.500000e+00;5.000000e+00;2.000000e+00
6.000000e+00;3.700000e-01;3.200000e-01;1.000000e+00;5.300000e-02;3.100000e+01;2.185000e+02;9.924000e-01;3.290000e+00;7.200000e-01;9.800000e+00;6.000000e+00;2.000000e+00
6.100000e+00;4.300000e-01;3.500000e-01;9.100000e+00;5.900000e-02;8.300000e+01;2.490000e+02;9.971000e-01;3.370000e+00;5.000000e-01;8.500000e+00;5.000000e+00;2.000000e+00
7.100000e+00;2.100000e-01;2.700000e-01;8.600000e+00;5.600000e-02;2.600000e+01;1.110000e+02;9.956000e-01;2.950000e+00;5.200000e-01;9.500000e+00;5.000000e+00;2.000000e+00
7.000000e+00;2.500000e-01;2.900000e-01;1.520000e+01;4.700000e-02;4.000000e+01;1.710000e+02;9.982000e-01;3.220000e+00;4.500000e-01;9.300000e+00;5.000000e+00;2.000000e+00
5.900000e+00;2.500000e-01;1.900000e-01;1.240000e+01;4.700000e-02;5.000000e+01;1.620000e+02;9.973000e-01;3.350000e+00;3.800000e-01;9.500000e+00;5.000000e+00;2.000000e+00
6.800000e+00;3.200000e-01;2.100000e-01;2.200000e+00;4.400000e-02;1.500000e+01;6.800000e+01;9.932000e-01;3.170000e+00;3.900000e-01;9.400000e+00;6.000000e+00;2.000000e+00
7.200000e+00;3.900000e-01;6.200000e-01;1.100000e+01;4.700000e-02;6.600000e+01;1.780000e+02;9.976000e-01;3.160000e+00;5.000000e-01;8.700000e+00;5.000000e+00;2.000000e+00
6.300000e+00;2.100000e-01;5.800000e-01;1.000000e+01;8.100000e-02;3.400000e+01;1.260000e+02;9.962000e-01;2.950000e+00;4.600000e-01;8.900000e+00;5.000000e+00;2.000000e+00
7.000000e+00;1.400000e-01;3.200000e-01;9.000000e+00;3.900000e-02;5.400000e+01;1.410000e+02;9.956000e-01;3.220000e+00;4.300000e-01;9.400000e+00;6.000000e+00;2.000000e+00
6.800000e+00;3.200000e-01;2.100000e-01;2.200000e+00;4.400000e-02;1.500000e+01;6.800000e+01;9.932000e-01;3.170000e+00;3.900000e-01;9.400000e+00;6.000000e+00;2.000000e+00
7.200000e+00;3.900000e-01;6.200000e-01;1.100000e+01;4.700000e-02;6.600000e+01;1.780000e+02;9.976000e-01;3.160000e+00;5.000000e-01;8.700000e+00;5.000000e+00;2.000000e+00
7.200000e+00;2.900000e-01;5.300000e-01;1.815000e+01;4.700000e-02;5.900000e+01;1.820000e+02;9.992000e-01;3.090000e+00;5.200000e-01;9.600000e+00;5.000000e+00;2.000000e+00
8.600000e+00;3.700000e-01;7.000000e-01;1.215000e+01;3.900000e-02;2.100000e+01;1.580000e+02;9.983000e-01;3.000000e+00;7.300000e-01;9.300000e+00;6.000000e+00;2.000000e+00
6.500000e+00;3.800000e-01;3.400000e-01;3.400000e+00;3.600000e-02;3.400000e+01;2.000000e+02;9.937000e-01;3.140000e+00;7.600000e-01;1.000000e+01;5.000000e+00;2.000000e+00
6.600000e+00;2.400000e-01;2.900000e-01;2.000000e+00;2.300000e-02;1.900000e+01;8.600000e+01;9.900000e-01;3.250000e+00;4.500000e-01;1.250000e+01;6.000000e+00;2.000000e+00
7.000000e+00;1.700000e-01;3.100000e-01;4.800000e+00;3.400000e-02;3.400000e+01;1.320000e+02;9.944000e-01;3.360000e+00;4.800000e-01;9.600000e+00;7.000000e+00;2.000000e+00
5.500000e+00;1.600000e-01;2.200000e-01;4.500000e+00;3.000000e-02;3.000000e+01;1.020000e+02;9.938000e-01;3.240000e+00;3.600000e-01;9.400000e+00;6.000000e+00;2.000000e+00
7.000000e+00;2.400000e-01;5.100000e-01;1.100000e+01;2.900000e-02;5.500000e+01;2.270000e+02;9.965000e-01;3.030000e+00;6.100000e-01;9.500000e+00;5.000000e+00;2.000000e+00
7.400000e+00;2.800000e-01;3.600000e-01;1.100000e+00;2.800000e-02;4.200000e+01;1.050000e+02;9.893000e-01;2.990000e+00;3.900000e-01;1.240000e+01;7.000000e+00;2.000000e+00
7.000000e+00;2.200000e-01;2.800000e-01;1.500000e+00;3.700000e-02;2.900000e+01;1.150000e+02;9.927000e-01;3.110000e+00;5.500000e-01;1.050000e+01;6.000000e+00;2.000000e+00
7.100000e+00;5.500000e-01;1.300000e-01;1.700000e+00;7.300000e-02;2.100000e+01;1.650000e+02;9.940000e-01;2.970000e+00;5.800000e-01;9.200000e+00;6.000000e+00;2.000000e+00
6.300000e+00;2.200000e-01;3.300000e-01;1.700000e+00;4.100000e-02;6.700000e+01;1.640000e+02;9.928000e-01;3.320000e+00;5.600000e-01;1.040000e+01;6.000000e+00;2.000000e+00
6.700000e+00;4.700000e-01;3.400000e-01;8.900000e+00;4.300000e-02;3.100000e+01;1.720000e+02;9.964000e-01;3.220000e+00;6.000000e-01;9.200000e+00;5.000000e+00;2.000000e+00
5.900000e+00;3.600000e-01;4.100000e-01;1.300000e+00;4.700000e-02;4.500000e+01;1.040000e+02;9.917000e-01;3.330000e+00;5.100000e-01;1.060000e+01;6.000000e+00;2.000000e+00
5.800000e+00;2.500000e-01;2.400000e-01;1.330000e+01;4.400000e-02;4.100000e+01;1.370000e+02;9.972000e-01;3.340000e+00;4.200000e-01;9.500000e+00;5.000000e+00;2.000000e+00
6.700000e+00;4.700000e-01;3.400000e-01;8.900000e+00;4.300000e-02;3.100000e+01;1.720000e+02;9.964000e-01;3.220000e+00;6.000000e-01;9.200000e+00;5.000000e+00;2.000000e+00
6.200000e+00;3.700000e-01;3.000000e-01;6.600000e+00;3.460000e-01;7.900000e+01;2.000000e+02;9.954000e-01;3.290000e+00;5.800000e-01;9.600000e+00;5.000000e+00;2.000000e+00
6.200000e+00;1.800000e-01;3.800000e-01;1.500000e+00;2.800000e-02;3.600000e+01;1.170000e+02;9.930000e-01;3.470000e+00;5.400000e-01;9.700000e+00;6.000000e+00;2.000000e+00
6.000000e+00;1.600000e-01;3.700000e-01;1.500000e+00;2.500000e-02;4.300000e+01;1.170000e+02;9.928000e-01;3.460000e+00;5.100000e-01;9.700000e+00;6.000000e+00;2.000000e+00
6.600000e+00;3.400000e-01;2.800000e-01;1.300000e+00;3.500000e-02;3.200000e+01;9.000000e+01;9.916000e-01;3.100000e+00;4.200000e-01;1.070000e+01;6.000000e+00;2.000000e+00
7.400000e+00;2.900000e-01;2.900000e-01;1.600000e+00;4.500000e-02;5.300000e+01;1.800000e+02;9.936000e-01;3.340000e+00;6.800000e-01;1.050000e+01;6.000000e+00;2.000000e+00
7.400000e+00;2.600000e-01;3.100000e-01;7.600000e+00;4.700000e-02;5.200000e+01;1.770000e+02;9.962000e-01;3.130000e+00;4.500000e-01;8.900000e+00;6.000000e+00;2.000000e+00
7.000000e+00;2.800000e-01;3.600000e-01;1.000000e+00;3.500000e-02;8.000000e+00;7.000000e+01;9.899000e-01;3.090000e+00;4.600000e-01;1.210000e+01;6.000000e+00;2.000000e+00
7.100000e+00;2.300000e-01;3.900000e-01;1.600000e+00;3.200000e-02;1.200000e+01;6.500000e+01;9.898000e-01;3.250000e+00;4.000000e-01;1.270000e+01;7.000000e+00;2.000000e+00
7.800000e+00;1.900000e-01;2.600000e-01;8.900000e+00;3.900000e-02;4.200000e+01;1.820000e+02;9.960000e-01;3.180000e+00;4.600000e-01;9.900000e+00;6.000000e+00;2.000000e+00
6.300000e+00;1.900000e-01;2.800000e-01;1.800000e+00;2.200000e-02;2.800000e+01;1.580000e+02;9.907000e-01;3.200000e+00;6.400000e-01;1.140000e+01;6.000000e+00;2.000000e+00
6.800000e+00;2.000000e-01;3.800000e-01;4.700000e+00;4.000000e-02;2.700000e+01;1.030000e+02;9.940000e-01;3.370000e+00;5.800000e-01;1.070000e+01;6.000000e+00;2.000000e+00
5.700000e+00;4.400000e-01;1.300000e-01;7.000000e+00;2.500000e-02;2.800000e+01;1.730000e+02;9.913000e-01;3.330000e+00;4.800000e-01;1.250000e+01;6.000000e+00;2.000000e+00
7.200000e+00;4.000000e-01;6.200000e-01;1.080000e+01;4.100000e-02;7.000000e+01;1.890000e+02;9.976000e-01;3.080000e+00;4.900000e-01;8.600000e+00;4.000000e+00;2.000000e+00
6.800000e+00;2.300000e-01;3.200000e-01;1.600000e+00;2.600000e-02;4.300000e+01;1.470000e+02;9.904000e-01;3.290000e+00;5.400000e-01;1.250000e+01;6.000000e+00;2.000000e+00
5.700000e+00;3.350000e-01;3.400000e-01;1.000000e+00;4.000000e-02;1.300000e+01;1.740000e+02;9.920000e-01;3.270000e+00;6.600000e-01;1.000000e+01;5.000000e+00;2.000000e+00
7.200000e+00;4.000000e-01;6.200000e-01;1.080000e+01;4.100000e-02;7.000000e+01;1.890000e+02;9.976000e-01;3.080000e+00;4.900000e-01;8.600000e+00;4.000000e+00;2.000000e+00
7.200000e+00;2.800000e-01;5.400000e-01;1.670000e+01;4.500000e-02;5.400000e+01;2.000000e+02;9.990000e-01;3.080000e+00;4.900000e-01;9.500000e+00;6.000000e+00;2.000000e+00
6.800000e+00;1.900000e-01;5.800000e-01;1.420000e+01;3.800000e-02;5.100000e+01;1.640000e+02;9.975000e-01;3.120000e+00;4.800000e-01;9.600000e+00;6.000000e+00;2.000000e+00
6.400000e+00;3.000000e-01;3.000000e-01;2.250000e+00;3.800000e-02;8.000000e+00;2.100000e+02;9.937000e-01;3.200000e+00;6.200000e-01;9.900000e+00;6.000000e+00;2.000000e+00
6.500000e+00;3.000000e-01;2.900000e-01;2.250000e+00;3.700000e-02;8.000000e+00;2.100000e+02;9.937000e-01;3.190000e+00;6.200000e-01;9.900000e+00;5.000000e+00;2.000000e+00
7.800000e+00;1.800000e-01;3.100000e-01;1.220000e+01;5.300000e-02;4.600000e+01;1.400000e+02;9.980000e-01;3.060000e+00;5.300000e-01;8.900000e+00;6.000000e+00;2.000000e+00
7.800000e+00;1.800000e-01;3.100000e-01;1.220000e+01;5.300000e-02;4.600000e+01;1.400000e+02;9.980000e-01;3.060000e+00;5.300000e-01;8.900000e+00;6.000000e+00;2.000000e+00
7.300000e+00;5.100000e-01;2.600000e-01;3.300000e+00;9.000000e-02;7.000000e+00;1.350000e+02;9.944000e-01;3.010000e+00;5.200000e-01;8.800000e+00;5.000000e+00;2.000000e+00
6.000000e+00;2.400000e-01;2.700000e-01;1.900000e+00;4.800000e-02;4.000000e+01;1.700000e+02;9.938000e-01;3.640000e+00;5.400000e-01;1.000000e+01;7.000000e+00;2.000000e+00
5.900000e+00;6.200000e-01;2.800000e-01;3.500000e+00;3.900000e-02;5.500000e+01;1.520000e+02;9.907000e-01;3.440000e+00;4.400000e-01;1.200000e+01;6.000000e+00;2.000000e+00
6.000000e+00;2.400000e-01;2.700000e-01;1.900000e+00;4.800000e-02;4.000000e+01;1.700000e+02;9.938000e-01;3.640000e+00;5.400000e-01;1.000000e+01;7.000000e+00;2.000000e+00
6.700000e+00;2.700000e-01;1.200000e-01;1.300000e+00;4.100000e-02;6.200000e+01;1.380000e+02;9.921000e-01;3.210000e+00;4.200000e-01;1.000000e+01;6.000000e+00;2.000000e+00
7.800000e+00;3.400000e-01;3.500000e-01;1.800000e+00;4.200000e-02;8.000000e+00;1.670000e+02;9.908000e-01;3.110000e+00;4.100000e-01;1.210000e+01;6.000000e+00;2.000000e+00
7.300000e+00;2.600000e-01;3.600000e-01;5.200000e+00;4.000000e-02;3.100000e+01;1.410000e+02;9.931000e-01;3.160000e+00;5.900000e-01;1.100000e+01;6.000000e+00;2.000000e+00
7.400000e+00;3.600000e-01;3.300000e-01;1.400000e+00;2.500000e-02;2.700000e+01;5.500000e+01;9.915000e-01;3.210000e+00;3.300000e-01;1.120000e+01;6.000000e+00;2.000000e+00
7.800000e+00;2.800000e-01;3.200000e-01;9.000000e+00;3.600000e-02;3.400000e+01;1.150000e+02;9.952000e-01;3.170000e+00;3.900000e-01;1.030000e+01;7.000000e+00;2.000000e+00
6.100000e+00;3.100000e-01;2.600000e-01;2.200000e+00;5.100000e-02;2.800000e+01;1.670000e+02;9.926000e-01;3.370000e+00;4.700000e-01;1.040000e+01;6.000000e+00;2.000000e+00
6.800000e+00;1.800000e-01;3.700000e-01;1.600000e+00;5.500000e-02;4.700000e+01;1.540000e+02;9.934000e-01;3.080000e+00;4.500000e-01;9.100000e+00;5.000000e+00;2.000000e+00
7.400000e+00;1.500000e-01;4.200000e-01;1.700000e+00;4.500000e-02;4.900000e+01;1.540000e+02;9.920000e-01;3.000000e+00;6.000000e-01;1.040000e+01;6.000000e+00;2.000000e+00
5.900000e+00;1.300000e-01;2.800000e-01;1.900000e+00;5.000000e-02;2.000000e+01;7.800000e+01;9.918000e-01;3.430000e+00;6.400000e-01;1.080000e+01;6.000000e+00;2.000000e+00
7.200000e+00;3.400000e-01;3.400000e-01;1.260000e+01;4.800000e-02;7.000000e+00;4.100000e+01;9.942000e-01;3.190000e+00;4.000000e-01;1.170000e+01;5.000000e+00;2.000000e+00
7.900000e+00;1.900000e-01;2.600000e-01;2.100000e+00;3.900000e-02;8.000000e+00;1.430000e+02;9.942000e-01;3.050000e+00;7.400000e-01;9.800000e+00;5.000000e+00;2.000000e+00
7.900000e+00;1.900000e-01;2.600000e-01;2.100000e+00;3.900000e-02;8.000000e+00;1.430000e+02;9.942000e-01;3.050000e+00;7.400000e-01;9.800000e+00;5.000000e+00;2.000000e+00
6.900000e+00;2.500000e-01;4.000000e-01;1.300000e+00;3.800000e-02;2.200000e+01;1.010000e+02;9.901000e-01;3.030000e+00;3.900000e-01;1.140000e+01;6.000000e+00;2.000000e+00
5.800000e+00;3.600000e-01;3.200000e-01;1.700000e+00;3.300000e-02;2.200000e+01;9.600000e+01;9.898000e-01;3.030000e+00;3.800000e-01;1.120000e+01;6.000000e+00;2.000000e+00
5.600000e+00;3.500000e-01;3.700000e-01;1.000000e+00;3.800000e-02;6.000000e+00;7.200000e+01;9.902000e-01;3.370000e+00;3.400000e-01;1.140000e+01;5.000000e+00;2.000000e+00
5.900000e+00;3.200000e-01;3.900000e-01;3.300000e+00;1.140000e-01;2.400000e+01;1.400000e+02;9.934000e-01;3.090000e+00;4.500000e-01;9.200000e+00;6.000000e+00;2.000000e+00
7.200000e+00;3.100000e-01;4.600000e-01;5.000000e+00;4.000000e-02;3.000000e+00;2.900000e+01;9.906000e-01;3.040000e+00;5.300000e-01;1.250000e+01;4.000000e+00;2.000000e+00
6.100000e+00;2.800000e-01;2.200000e-01;1.800000e+00;3.400000e-02;3.200000e+01;1.160000e+02;9.898000e-01;3.360000e+00;4.400000e-01;1.260000e+01;6.000000e+00;2.000000e+00
5.200000e+00;3.600000e-01;2.000000e-02;1.600000e+00;3.100000e-02;2.400000e+01;1.040000e+02;9.896000e-01;3.440000e+00;3.500000e-01;1.220000e+01;6.000000e+00;2.000000e+00
5.600000e+00;1.900000e-01;4.700000e-01;4.500000e+00;3.000000e-02;1.900000e+01;1.120000e+02;9.922000e-01;3.560000e+00;4.500000e-01;1.120000e+01;6.000000e+00;2.000000e+00
6.400000e+00;1.000000e-01;3.500000e-01;4.900000e+00;4.800000e-02;3.100000e+01;1.030000e+02;9.947000e-01;3.430000e+00;7.900000e-01;9.700000e+00;6.000000e+00;2.000000e+00
6.400000e+00;1.800000e-01;4.800000e-01;4.000000e+00;1.860000e-01;6.400000e+01;1.500000e+02;9.945000e-01;3.060000e+00;4.000000e-01;9.300000e+00;5.000000e+00;2.000000e+00
7.400000e+00;2.500000e-01;3.600000e-01;1.320000e+01;6.700000e-02;5.300000e+01;1.780000e+02;9.976000e-01;3.010000e+00;4.800000e-01;9.000000e+00;6.000000e+00;2.000000e+00
7.400000e+00;2.500000e-01;3.600000e-01;1.320000e+01;6.700000e-02;5.300000e+01;1.780000e+02;9.976000e-01;3.010000e+00;4.800000e-01;9.000000e+00;6.000000e+00;2.000000e+00
7.400000e+00;2.500000e-01;3.600000e-01;1.320000e+01;6.700000e-02;5.300000e+01;1.780000e+02;9.976000e-01;3.010000e+00;4.800000e-01;9.000000e+00;6.000000e+00;2.000000e+00
7.900000e+00;3.450000e-01;5.100000e-01;1.530000e+01;4.700000e-02;5.400000e+01;1.710000e+02;9.987000e-01;3.090000e+00;5.100000e-01;9.100000e+00;5.000000e+00;2.000000e+00
7.900000e+00;3.450000e-01;5.100000e-01;1.530000e+01;4.700000e-02;5.400000e+01;1.710000e+02;9.987000e-01;3.090000e+00;5.100000e-01;9.100000e+00;5.000000e+00;2.000000e+00
7.400000e+00;2.500000e-01;3.600000e-01;1.320000e+01;6.700000e-02;5.300000e+01;1.780000e+02;9.976000e-01;3.010000e+00;4.800000e-01;9.000000e+00;6.000000e+00;2.000000e+00
6.100000e+00;2.400000e-01;3.000000e-01;1.500000e+00;4.500000e-02;2.200000e+01;6.100000e+01;9.920000e-01;3.310000e+00;5.400000e-01;1.040000e+01;5.000000e+00;2.000000e+00
6.800000e+00;2.500000e-01;2.400000e-01;4.550000e+00;5.300000e-02;4.100000e+01;2.110000e+02;9.955000e-01;3.370000e+00;6.700000e-01;9.500000e+00;6.000000e+00;2.000000e+00
6.700000e+00;3.100000e-01;3.100000e-01;9.900000e+00;4.000000e-02;1.000000e+01;1.750000e+02;9.953000e-01;3.460000e+00;5.500000e-01;1.140000e+01;4.000000e+00;2.000000e+00
7.200000e+00;4.600000e-01;6.500000e-01;1.040000e+01;5.000000e-02;7.600000e+01;1.920000e+02;9.976000e-01;3.160000e+00;4.200000e-01;8.700000e+00;5.000000e+00;2.000000e+00
5.500000e+00;3.500000e-01;3.500000e-01;1.100000e+00;4.500000e-02;1.400000e+01;1.670000e+02;9.920000e-01;3.340000e+00;6.800000e-01;9.900000e+00;6.000000e+00;2.000000e+00
6.700000e+00;2.400000e-01;4.100000e-01;8.700000e+00;3.600000e-02;2.900000e+01;1.480000e+02;9.952000e-01;3.220000e+00;6.200000e-01;9.900000e+00;6.000000e+00;2.000000e+00
6.800000e+00;2.800000e-01;1.700000e-01;1.390000e+01;4.700000e-02;4.900000e+01;1.620000e+02;9.983000e-01;3.210000e+00;5.100000e-01;9.000000e+00;6.000000e+00;2.000000e+00
6.400000e+00;1.600000e-01;2.200000e-01;1.400000e+00;4.000000e-02;4.100000e+01;1.490000e+02;9.933000e-01;3.490000e+00;5.800000e-01;1.000000e+01;6.000000e+00;2.000000e+00
6.300000e+00;2.600000e-01;2.400000e-01;7.200000e+00;3.900000e-02;3.800000e+01;1.720000e+02;9.958000e-01;3.490000e+00;6.400000e-01;9.700000e+00;6.000000e+00;2.000000e+00
7.700000e+00;2.200000e-01;4.200000e-01;1.900000e+00;5.200000e-02;1.000000e+01;8.700000e+01;9.922000e-01;3.300000e+00;4.900000e-01;1.180000e+01;6.000000e+00;2.000000e+00
6.500000e+00;1.800000e-01;3.100000e-01;1.700000e+00;4.400000e-02;3.000000e+01;1.270000e+02;9.928000e-01;3.490000e+00;5.000000e-01;1.020000e+01;7.000000e+00;2.000000e+00
7.200000e+00;4.600000e-01;6.500000e-01;1.040000e+01;5.000000e-02;7.600000e+01;1.920000e+02;9.976000e-01;3.160000e+00;4.200000e-01;8.700000e+00;5.000000e+00;2.000000e+00
7.000000e+00;3.000000e-01;5.100000e-01;1.360000e+01;5.000000e-02;4.000000e+01;1.680000e+02;9.976000e-01;3.070000e+00;5.200000e-01;9.600000e+00;7.000000e+00;2.000000e+00
9.200000e+00;2.500000e-01;3.400000e-01;1.200000e+00;2.600000e-02;3.100000e+01;9.300000e+01;9.916000e-01;2.930000e+00;3.700000e-01;1.130000e+01;7.000000e+00;2.000000e+00
7.800000e+00;2.800000e-01;3.400000e-01;1.600000e+00;2.800000e-02;3.200000e+01;1.180000e+02;9.901000e-01;3.000000e+00;3.800000e-01;1.210000e+01;7.000000e+00;2.000000e+00
7.000000e+00;3.000000e-01;5.100000e-01;1.360000e+01;5.000000e-02;4.000000e+01;1.680000e+02;9.976000e-01;3.070000e+00;5.200000e-01;9.600000e+00;7.000000e+00;2.000000e+00
7.800000e+00;2.800000e-01;3.400000e-01;1.600000e+00;2.800000e-02;3.200000e+01;1.180000e+02;9.901000e-01;3.000000e+00;3.800000e-01;1.210000e+01;7.000000e+00;2.000000e+00
9.200000e+00;2.500000e-01;3.400000e-01;1.200000e+00;2.600000e-02;3.100000e+01;9.300000e+01;9.916000e-01;2.930000e+00;3.700000e-01;1.130000e+01;7.000000e+00;2.000000e+00
8.400000e+00;3.500000e-01;7.100000e-01;1.220000e+01;4.600000e-02;2.200000e+01;1.600000e+02;9.982000e-01;2.980000e+00;6.500000e-01;9.400000e+00;5.000000e+00;2.000000e+00
6.100000e+00;4.100000e-01;2.400000e-01;1.600000e+00;4.900000e-02;1.600000e+01;1.370000e+02;9.930000e-01;3.320000e+00;5.000000e-01;1.040000e+01;6.000000e+00;2.000000e+00
5.900000e+00;2.100000e-01;2.400000e-01;1.210000e+01;4.400000e-02;5.300000e+01;1.650000e+02;9.969000e-01;3.250000e+00;3.900000e-01;9.500000e+00;5.000000e+00;2.000000e+00
7.200000e+00;3.400000e-01;4.400000e-01;4.200000e+00;4.700000e-02;5.100000e+01;1.440000e+02;9.910000e-01;3.010000e+00;7.600000e-01;1.230000e+01;6.000000e+00;2.000000e+00
6.700000e+00;2.100000e-01;4.200000e-01;9.100000e+00;4.900000e-02;3.100000e+01;1.500000e+02;9.953000e-01;3.120000e+00;7.400000e-01;9.900000e+00;7.000000e+00;2.000000e+00
5.900000e+00;3.700000e-01;1.000000e-01;1.600000e+00;5.700000e-02;3.900000e+01;1.280000e+02;9.924000e-01;3.240000e+00;4.800000e-01;1.010000e+01;5.000000e+00;2.000000e+00
7.700000e+00;3.400000e-01;2.700000e-01;8.800000e+00;6.300000e-02;3.900000e+01;1.840000e+02;9.969000e-01;3.090000e+00;6.300000e-01;9.200000e+00;6.000000e+00;2.000000e+00
7.400000e+00;3.000000e-01;2.200000e-01;1.400000e+00;4.600000e-02;1.600000e+01;1.350000e+02;9.928000e-01;3.080000e+00;7.700000e-01;1.040000e+01;7.000000e+00;2.000000e+00
6.800000e+00;5.100000e-01;3.000000e-01;4.200000e+00;6.600000e-02;3.800000e+01;1.650000e+02;9.945000e-01;3.200000e+00;4.200000e-01;9.100000e+00;5.000000e+00;2.000000e+00
7.800000e+00;2.200000e-01;3.800000e-01;1.030000e+01;5.900000e-02;2.800000e+01;9.900000e+01;9.967000e-01;3.120000e+00;4.700000e-01;1.000000e+01;6.000000e+00;2.000000e+00
7.200000e+00;3.500000e-01;3.400000e-01;1.240000e+01;5.100000e-02;6.000000e+00;3.700000e+01;9.944000e-01;3.130000e+00;3.900000e-01;1.150000e+01;6.000000e+00;2.000000e+00
6.000000e+00;2.600000e-01;5.000000e-01;2.200000e+00;4.800000e-02;5.900000e+01;1.530000e+02;9.928000e-01;3.080000e+00;6.100000e-01;9.800000e+00;5.000000e+00;2.000000e+00
6.100000e+00;2.600000e-01;5.100000e-01;2.200000e+00;5.000000e-02;6.100000e+01;1.540000e+02;9.929000e-01;3.080000e+00;6.000000e-01;9.800000e+00;6.000000e+00;2.000000e+00
6.500000e+00;2.800000e-01;2.700000e-01;5.200000e+00;4.000000e-02;4.400000e+01;1.790000e+02;9.948000e-01;3.190000e+00;6.900000e-01;9.400000e+00;6.000000e+00;2.000000e+00
7.400000e+00;4.100000e-01;6.600000e-01;1.080000e+01;5.100000e-02;7.700000e+01;1.940000e+02;9.976000e-01;3.050000e+00;4.600000e-01;8.700000e+00;5.000000e+00;2.000000e+00
6.500000e+00;2.800000e-01;2.900000e-01;2.700000e+00;3.800000e-02;2.600000e+01;1.070000e+02;9.912000e-01;3.320000e+00;4.100000e-01;1.160000e+01;7.000000e+00;2.000000e+00
6.700000e+00;3.400000e-01;5.400000e-01;1.630000e+01;4.700000e-02;4.400000e+01;1.810000e+02;9.987000e-01;3.040000e+00;5.600000e-01;8.800000e+00;5.000000e+00;2.000000e+00
7.200000e+00;2.000000e-01;3.400000e-01;2.700000e+00;3.200000e-02;4.900000e+01;1.510000e+02;9.900000e-01;3.160000e+00;3.900000e-01;1.270000e+01;7.000000e+00;2.000000e+00
